titulo,descripcion,fecha_publicacion,etiquetas,categoria_id,thumbnails,idioma,vistas,likes,dislikes,comentarios,favoritos,duracion,dimension,definicion,caption,proyeccion,estado_upload,estado_privacidad,licencia,embeddable,publicStatsViewable,madeForKids
MINECRAFT EN REALIDAD VIRTUAL,"Like si tu tambien quieres tener una esposa y asustar vacas en la realidad virtual D: Y fap para moaaaar juegos con Oculus Rift!

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-03-21T22:13:59Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'minecraft', 'oculus rift', 'minecraft oculus', 'realidad virtual', 'vr', 'cascos', 'gafas', '3d', 'mejor', 'edit', 'vaca', 'mods', '2015', 'nuevo', 'dropper', 'mapa', 'rift', 'realidad', 'elrubius minecraft']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,19913944,530882,0,11357,0,PT9M7S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
LOS CIENTIFICOS LOCOS | Gmod Sandbox Random,"Like si crees que nunca llegaremos al espacio :( QUIERO SER TAN ALTO COMO LA LUUUNA... COMO... LA... LUNA T_T 
Fap para moaaaar Gmod Sandbox! :D

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-03-19T20:50:49Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'gmod random', 'gmod', 'random', 'sandbox', 'cientificos', 'cohete', 'pruebas', 'espacio', 'construir', 'craft', 'locos', 'mangel', 'alexby', 'amigos', 'montaje', 'editado', 'mejor', 'currado']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,16894574,402151,0,9714,0,PT9M30S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
AVENTURA POKEMON GORE | Happy Wheels | Momentos Divertidos #4,"Like si te gustaria escalvizar a un Pikachu-retard. Y fap para moaaaaaaaaar Happy Wheels!

Dibujo de Miniatura by: MahiStuff

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-03-16T21:51:52Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'happy wheels', 'happy wheels rubius', 'pokemon', 'momentos divertidos', 'montaje', 'mejor', 'editado', 'aventura pokemon', 'random', 'cara', 'cuatro', 'ep 4', 'nuevo', '2015', 'mapas', 'mejores mapas']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,17143332,377070,0,7218,0,PT9M51S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
SUFRIENDO HASTA EL FIN | Five Nights at Freddy's 3 FINAL,"Dioooooooooooooooooooooooooooooooooos. Like por dat final, CREO QUE VOY A LLORAR.

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-03-15T00:15:20Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'five nights at freddys 3', 'fnaf', 'freddy', 'freddys', 'noche 5', 'night 5', 'final', 'historia', 'ultimo', '2015', 'el rubius', 'rubius fnaf', 'terror', 'susto', 'sustos', 'miedo']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,5929606,250503,0,16186,0,PT12M22S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
"TODOS HAN VUELTO | Five Nights at Freddy's 3 - Noche 2, 3 y 4","Like si quieres que me pase la Noche 5! Ya voy mejorando cada vez mas y me veo capaz... AUNQUE EMPIEZA A SER MUY DIFICIL. Maldito Springtrap y su mirada de deseo D:
SEGUN LO QUE ME DICEN, ENCONTRAR A PUPPET ES SUPER EXTRAÑO Y CASI NADIE LO HA CONSEGUIDO. OLE YO :v
Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-03-08T21:15:21Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'noche 4', 'noche 3', ""five nights at freddy's"", 'five nights at freddys', 'freddy', 'freddys', 'noche', 'terror', 'miedo', 'sustos', 'gritando', 'horror', 'muñecos', 'fnaf', 'springtrap', 'el rubius omg']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,6962818,281581,0,17459,0,PT17M10S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
BOWSER NOS DA SALSEO | Mario Party 10 FINAL,"Like por el final inesperado. MOTHER OF DIOS COMO HEMOS PODIDO PERDER TANTAS ESTRELLAS.
Link del video AWESOME: http://youtu.be/2NTMHfvEgPY

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-03-06T21:10:49Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'mario', 'super mario', 'mario party', 'mario party 10', 'parte 2', 'bowser', 'mangel', 'rubius y mangel', 'alexby', 'amigos', 'nuevo', '2015', 'juntos', 'youtubers']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,20060192,502471,0,11296,0,PT21M12S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
MIS VECINOS SE ENFADAN D: | Five Nights at Freddy's 3,"Estrenando la nueva habitacion con TERROR. Awww yess. Like por mis vecinos, que me tendran que aguantar D: Y fap para moar capitulos subtitulados! (yepp, los subtitulos los he puesto yo :D)

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-03-04T21:07:44Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'five nights', 'five nights at freddys', 'five nights 3', 'five nights at freddys 3', 'freddies', 'freddis', 'noche', 'muñecos', 'tres', 'nuevo', '2015', 'real', 'animatronix', 'five nights at freddys español', 'subtitulado', 'parche', 'traducido', 'historia', 'teoria', 'descargar']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,7806486,336624,0,24999,0,PT13M56S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
HAY QUE SALVAR EL MUNDO | Life is Strange,"Like si quieres que se callen y se besen ya D:! Y fap para el Episodio 2! Se supone que sale este mes :D

DAT IMPROVISACION AL FINAL

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-03-02T20:38:09Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'life is strange', 'final', 'episodio 1', 'ep 5', 'episodio 5', 'capitulo 5', 'tornado', 'chica', 'walkthrough', 'historia', 'cancion', 'cantando', 'pc', 'steam']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,3439275,180619,0,8458,0,PT16M22S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
ADIOS A NUESTRA AMISTAD | Mario Party 10,"Like si crees que Daisy APESTA! Y fap para LA GRAN FINAL. QUIEN GANARÁ? CHAN CHANNNN

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-02-28T19:35:45Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'mario', 'mario party 10', 'mario party', 'tablero', 'minijuegos', 'daisy', 'amigos', 'mangel', 'alexby', 'mangel y rubius', 'casa', 'super mario', 'dados', 'color', 'wii u', 'wii', 'vlog']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,30137913,855407,0,32345,0,PT14M15S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
EL GRAN SALSEO | Meet The Rubius,"Like si no te lo esperabas :v 

Bueeeeno, pues por fin me he mudado, no he tenido tiempo para hacer videos estos dias sorry! Queria contaros todo lo que ha estado pasando estos dias y todos los cambios que habrá! Ya tengo el PC y todo instalado asi que creo que puedo empezar a hacer videos otra vez como de costumbre ^^

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-02-26T20:30:14Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'salseo', 'gata', 'gato', 'jodie', 'chico', 'dron', 'gatos', 'meet the rubius', 'vlog', 'persona', 'hablando', 'real', 'casa', 'nueva casa', '2015']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,11485231,467246,0,41138,0,PT8M44S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
LO SIENTO WILSON,"Like si lloraste ;_; MALDITA SEA. NO SON LAGRIMAS. ES SUDOR DE MACHO DE LOS MUSCULOS DE MIS OJOS.

Como sabeis estuve buscando a Wilson durante mucho tiempo... Al final, despues de jugar bastantes horas por mi cuenta, lo encontré. Ser un naufrago no es nada facil... Llevaba tiempo sin contacto humano... En fin... Siempre te querre.

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-02-20T20:04:45Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'stranded', 'wilson', 'pelota', 'bola', 'stranded deep', 'naufrago', 'llorar', 'llora', 'triste', 'playa', 'isla', 'mar', 'tiburon', 'sentimental', 'historia', 'la triste historia de wilson', 'survival', 'episodio 3', 'tres', 'nuevo', '2015', 'lo siento wilson']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,18258098,704242,0,59233,0,PT14M47S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
FUMA CESPED EVERYDAY | Life is Strange,"Like si crees que la paloma fumó weed antes de chocarse D: MAL PALOMA, NO SE DROGA UNO MIENTRAS VUELA. NO.
El padre apesta D:
Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-02-18T21:41:33Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'life is strange', 'life', 'capitulo 4', 'ep 4', '2015', 'nuevo', 'cesped', 'weed', 'hierba', 'snoop dogg', 'maria', 'chicas', 'chica', 'fumando', 'paloma', 'tiempo', 'historia', 'juego entero', 'descarga']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,5035271,196731,0,7710,0,PT22M49S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
REACCIONANDO A MIS VIDEOS ANTIGUOS,"Like si te habias olvidado del GANGNAM STYLE lol. Y fap para moaaar video-reacciones de cosas :D

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-02-16T20:27:29Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'reaccionando', 'reaccion', 'videos antiguos', 'viejos', '2011', '2012', '2015', 'mangel', 'borracho', 'fiesta', 'minero', 'skyrim', 'nostalgia', 'terror', 'ju on']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,24588275,886158,0,38411,0,PT11M43S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
PELEA! PELEA! PELEA! | Life is Strange,"Like si te gustan las braguitas rosas perfumadas... con olor... a rosas D:
Pues como pongo al final, este video lo tenia planeado subir ayer pero al final no me dio tiempo por lo de mi cumpleaños! :P

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-02-14T20:13:32Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'life', 'life is strange', 'walkthrough', 'life is strange español', 'historia', 'salseo', 'pelea', 'hipster', 'capitulo 3', 'ep 3', 'nuevo', '2015', 'serie', 'entero', 'mejor', 'cumpleaños']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,4253207,223074,0,13023,0,PT19M2S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
TODO SE REPITE WTF | Life is Strange,"Like si no te puede caer peor la pija estupida lame-culos del profesor u____u Y fap para moaaaar momentos relax con guitarra! :D

ESTE JUEGO ESTA MUY OP

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-02-09T20:34:20Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'life is strange', 'life', 'strange', 'beyond', 'historia', 'walkthrough', 'gameplay', 'capitulo 2', 'serie', 'completa', 'life is strange español', 'parche', 'el rubius omg', 'mejor', 'friki', 'nerd', 'hipster', 'escuela', 'casa']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,4435118,275505,0,9533,0,PT23M33S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
EL INSTITUTO DEL SALSEO | Life is Strange,"Like si piensas que la gente de los institutos APESTA D: Ya sabeis! Si os gusta mucho mucho mucho subo el siguiente capitulo mañana! :D

GRACIAS POR TRADUCIRLO! Aqui esta el parche para poner el juego en español: http://steamcommunity.com/sharedfiles/filedetails/?id=386237895

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-02-08T20:05:17Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'life', 'life is strange', 'historia', 'walkthrough', 'mejor', 'life is', 'beyond', 'juegos como', 'capitulo 1', 'uno', 'serie', 'instituto']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,6067887,394491,0,18945,0,PT16M41S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
10 MILLONES,"Gracias! :D
No creo que pueda superar esto... A no seeer... :P Like si eres criaturita... PERO SOLO SI QUIERES. Si no le das no pasara nada... ninoninoni ni ni ni.

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-02-06T19:42:48Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'especial', '10 millones', 'criaturitas', 'criaturita', 'millon', 'millones', '10', 'baile', 'minecraft', 'cancion', 'suscribete', 'zelda', 'mejor', 'mejores momentos', 'editado', 'camara lenta', 'videoclip', 'disconnected', 'calle', 'frikadas', 'bailando', 'hollywood']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,11451379,1050015,0,79502,0,PT10M40S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
NO PODEMOS SER AMIGOS | Stranded Deep,"Aaaah, dentro de poco seremos 10 millones de criaturitas :) Espero tener el especial terminado pronto! Like para encontrar a WILSOOOON :D
Nuevo corto epico con Mangel: https://www.youtube.com/watch?v=-uGiNVhD6Lk

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-02-02T21:41:16Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'stranded', 'tiburon', 'shark', 'stranded deep', 'naufrago', 'pelicula', 'videojuego', 'cam', 'ep 2', 'capitulo 2', 'dos', 'isla', 'craft', 'guia', 'survival', 'islas', 'mar', 'oceano', 'peligro', 'mejor', 'editado', '2015']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,7533409,243957,0,10179,0,PT13M46S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
RAPEANDO LIKE A BOSS | Random Apps,"SOBRECARGA DE SUAJ HOYGAN. Like si quieres mas aplicaciones random! Y recomendadme mas en los comments! :D
Me ha costado la vida grabar en ipad D: Espero que os guste esta nueva serie! La semana que viene va a ser muy especial (L)
Nuevo corto epico con concurso ACÁ: https://www.youtube.com/watch?v=-uGiNVhD6Lk
Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-01-31T20:15:40Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'random apps', 'aplicaciones', 'iphone', 'ipad', 'rap', 'rapeando', 'juegos iphone', '2015', 'mejor', 'editado', 'swag', 'suaj', 'microfono']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,20314985,601853,0,22690,0,PT9M26S,2d,hd,true,rectangular,processed,public,youtube,True,True,False
NAUFRAGO VS TIBURONES | Stranded Deep,"Like por la familia de cangrejos. Cangrejo Junior no tendrá una madre que le cuide :( RIP CANGREJO MADRE. Damn esos tiburones son pesados D: 
Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-01-28T20:55:17Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'survival', 'stranded deep', 'naufrago', 'cast away', 'wilson', 'tiburon', 'tiburones', 'playa', 'mar', 'isla', 'avion', 'islas', 'juego islas', 'juego 2015', '2015', 'editado', 'mejor', 'cangrejo', '1080', 'full hd', '4k']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,10191668,436079,0,16081,0,PT13M46S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
LA TRAMPA TROLL | Rust,"Like por la pobre gallina que solo queria hacer amigos D: SORRY POR TUS MULTIPLES MUERTES. 
Y like si quieres que siga con Rust! :D Han reiniciado OTRA VEZ los servers -.- Pero ya me he hecho una casa y hay cosas nuevas guays.

Pagina Web AWESOME! http://www.elrubius.com
Twittah: https://twitter.com/Rubiu5
FB: https://www.facebook.com/pages/ElrubiusOMG/337992166223323
Google+: https://plus.google.com/u/0/b/117842212651500158292/117842212651500158292/posts
Suscribete! :D http://www.youtube.com/user/elrubiusOMG",2015-01-26T21:28:49Z,"['elrubius', 'elrubiusomg', 'rubius', 'elrubio', 'elrubios', 'comentario', 'comentado', 'español', 'risa', 'risas', 'lol', 'rofl', 'locuras', 'locura', 'loco', 'humor', 'comedia', 'entretenimiento', 'gracioso', 'funny', 'comedy', 'juego', 'juegos', 'troll', 'trol', 'troleo', 'videojuegos', 'games', 'gaming', 'videos', 'de', 'rust', 'survival', 'supervivencia', 'minecraft', 'como minecraft', 'minecraft hd', '1080', 'mejor', 'editado', 'montaje', 'montage', 'mejores momentos', 'random', 'gallina', 'trampa', 'ruso', 'rusos', 'cinco', 'ep 5']",24,"['default', 'medium', 'high', 'standard', 'maxres']",es,7282225,252706,0,13073,0,PT10M52S,2d,hd,false,rectangular,processed,public,youtube,True,True,False
